City,Date,PM25_daily,Year,Month
Montr̩al,4/4/2020,7.041666667,2020,4
Montr̩al,4/5/2020,8.125,2020,4
Montr̩al,4/6/2020,5.625,2020,4
Montr̩al,4/7/2020,4.791666667,2020,4
Montr̩al,4/8/2020,3.5,2020,4
Montr̩al,4/9/2020,5.458333333,2020,4
Montr̩al,4/10/2020,2.958333333,2020,4
Montr̩al,4/11/2020,2.833333333,2020,4
Montr̩al,4/12/2020,7.875,2020,4
Montr̩al,4/13/2020,3.875,2020,4
Montr̩al,4/14/2020,3.291666667,2020,4
Montr̩al,4/15/2020,4.5,2020,4
Montr̩al,4/16/2020,4.375,2020,4
Montr̩al,4/17/2020,5.25,2020,4
Montr̩al,4/18/2020,8.916666667,2020,4
Montr̩al,4/19/2020,9.916666667,2020,4
Montr̩al,4/20/2020,4.166666667,2020,4
Montr̩al,4/21/2020,4.666666667,2020,4
Montr̩al,4/22/2020,4.041666667,2020,4
Montr̩al,4/23/2020,6.291666667,2020,4
Montr̩al,4/24/2020,8.714285714,2020,4
Montr̩al,4/25/2020,7.833333333,2020,4
Montr̩al,4/26/2020,6.291666667,2020,4
Montr̩al,4/27/2020,3.916666667,2020,4
Montr̩al,4/28/2020,5,2020,4
Montr̩al,4/29/2020,5.208333333,2020,4
Montr̩al,4/30/2020,4.958333333,2020,4
Montr̩al,5/1/2020,2.5,2020,5
Montr̩al,5/2/2020,4.5,2020,5
Montr̩al,5/3/2020,7.458333333,2020,5
Montr̩al,5/4/2020,2.708333333,2020,5
Montr̩al,5/5/2020,3.208333333,2020,5
