File generated on // Fichier créé sur, 2025-02-14

Pollutant // Polluant:, PM2.5
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-20,10,6,6,8,8,9,11,12,8,10,10,13,16,16,11,14,13,12,14,18,15,14,15,16
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-21,17,18,17,17,20,17,17,18,17,14,15,15,14,8,9,12,15,15,9,12,11,4,7,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-22,3,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,4,3,2,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-23,2,3,3,3,5,4,4,2,2,2,2,2,2,2,2,2,3,5,5,5,3,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-24,4,6,6,5,5,4,4,6,6,3,6,5,4,3,4,5,6,8,17,15,9,8,7,7
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-25,7,7,8,7,6,6,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-26,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-27,2,2,2,2,2,3,3,3,5,8,10,9,8,7,6,7,8,10,12,12,9,9,8,7
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-28,7,7,6,6,4,3,2,3,3,4,3,3,5,7,7,7,8,7,7,6,5,4,5,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-29,5,5,4,5,7,9,8,6,5,7,7,7,7,6,8,7,6,4,5,3,2,2,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-30,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,-999,4,4,4,4,3,3,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-10-31,3,3,3,3,2,2,3,3,5,7,6,7,9,9,8,5,5,5,6,5,4,4,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-01,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,5,6,5,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-02,5,5,4,2,2,3,4,3,3,3,3,3,4,3,2,2,2,4,7,4,4,5,4,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-03,4,4,5,5,5,4,2,2,2,2,2,2,2,2,2,3,5,2,2,3,3,2,3,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-04,4,2,2,3,3,3,3,3,4,3,3,3,2,3,4,5,8,7,6,6,8,9,10,9
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-05,9,8,8,8,7,6,7,6,6,8,5,4,4,4,3,4,5,6,11,10,11,10,10,12
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-06,18,18,13,11,14,14,13,16,16,14,15,15,13,15,13,9,10,14,15,18,18,18,17,17
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-07,17,16,16,16,17,18,15,15,13,11,14,15,14,13,13,14,15,23,25,31,28,24,21,20
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-08,20,21,21,19,18,19,20,22,20,10,11,10,7,6,7,7,8,13,18,20,17,21,27,23
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-09,21,20,18,14,10,10,7,6,5,4,4,5,5,6,7,8,10,10,11,11,11,14,15,17
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-10,23,21,17,14,12,8,7,8,9,5,8,11,10,8,8,8,9,16,16,15,15,16,16,13
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-11,9,7,6,6,6,4,3,3,4,4,4,4,4,5,5,6,7,7,6,6,7,8,10,10
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-12,9,7,6,12,18,17,16,11,9,7,5,4,4,3,2,3,4,4,4,5,5,4,4,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-13,2,2,2,2,2,2,2,3,7,4,4,5,4,4,4,5,4,5,4,4,3,3,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-14,2,2,2,2,2,2,2,3,3,3,4,4,5,5,4,4,4,4,4,4,5,4,4,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-15,5,6,7,8,6,4,4,3,5,7,6,4,3,3,3,3,2,2,2,3,2,2,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-16,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,6,6,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-17,7,6,6,6,7,9,9,8,10,10,9,8,8,10,9,11,13,14,15,15,14,13,14,12
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-18,8,12,28,30,23,16,8,5,5,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-19,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,4,4,3,4,3,4,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-20,3,3,3,3,2,2,2,3,4,4,4,3,3,3,4,4,5,6,7,8,10,11,10,9
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-21,8,9,11,11,12,12,12,12,14,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-22,-999,8,7,7,6,6,5,5,5,5,4,4,4,3,3,3,4,4,4,3,3,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-23,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,3,4,4,5,5,5,5,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-24,7,6,7,8,8,8,8,9,12,9,11,9,7,7,7,7,7,8,8,7,7,7,7,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-25,6,6,6,5,5,5,6,6,8,10,9,9,9,9,11,11,10,11,17,17,10,10,9,7
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-26,5,4,4,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-27,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,4,5,5,5,5,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-28,5,5,6,9,10,11,11,11,14,14,15,14,16,17,20,20,18,22,19,8,7,7,5,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-29,4,5,4,3,3,3,4,4,4,4,5,4,4,5,5,6,5,4,5,6,6,7,7,8
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-11-30,10,8,9,9,8,9,10,9,11,12,11,13,11,11,12,15,19,15,10,7,6,5,5,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-01,4,3,3,3,3,3,4,4,4,5,5,4,4,4,4,5,6,7,6,7,8,8,9,12
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-02,13,13,13,13,14,15,16,16,17,16,14,10,6,5,4,4,4,4,3,3,3,3,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,5,5,5,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-04,6,7,7,8,7,7,12,19,16,10,6,5,5,3,3,3,4,6,5,5,7,5,4,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-05,5,5,5,6,5,6,5,5,6,6,5,4,4,4,4,4,5,5,6,6,6,5,5,5
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-06,6,6,5,5,7,8,11,10,13,24,16,14,11,6,5,5,3,3,3,3,3,3,2,2
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-07,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,6,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-08,9,11,12,11,12,12,11,11,14,15,13,13,12,14,17,16,12,10,11,12,12,12,12,12
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-09,13,11,9,11,12,8,8,8,10,9,8,8,8,7,6,6,7,10,12,14,14,13,15,17
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-10,14,13,14,15,15,16,16,16,14,13,12,13,15,18,19,19,20,24,26,26,26,26,25,24
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-11,21,17,11,11,7,5,4,3,3,3,5,5,6,7,8,10,8,6,5,5,4,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-12,3,3,2,2,2,3,3,3,5,5,4,4,4,3,3,3,5,6,6,6,5,5,4,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-13,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,6,8,7,8,8,10,9
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-14,10,9,9,8,8,8,8,9,10,9,5,5,4,3,5,6,8,7,6,6,5,5,5,4
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-15,5,5,6,6,5,4,5,5,6,6,7,8,7,6,6,6,7,7,6,7,7,7,6,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-16,6,6,6,6,6,6,7,7,9,7,7,8,9,10,10,12,12,13,17,10,9,8,8,7
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-17,5,5,4,4,4,3,3,3,4,4,3,3,3,3,3,4,5,4,4,4,4,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-18,3,2,2,2,3,3,3,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-19,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,7,9,7,8,9,10,9
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-20,10,8,8,7,5,4,4,5,5,6,6,5,5,4,4,4,6,7,8,8,8,8,10,11
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-21,16,17,16,18,18,17,15,13,13,12,6,6,7,8,9,10,7,8,10,13,16,16,14,13
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-22,13,14,11,9,7,6,5,5,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-23,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,6,8,10,10,10,9,8,8
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-24,9,11,12,11,12,12,14,17,18,17,15,13,14,10,10,11,13,15,14,15,16,17,18,20
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-25,19,16,15,16,14,12,10,10,9,9,7,5,5,7,8,7,7,7,8,7,6,6,6,6
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-26,6,7,7,7,6,6,6,5,4,4,4,4,5,5,5,4,4,6,5,7,5,3,3,3
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-27,2,2,3,3,3,4,3,3,5,5,4,4,5,4,4,3,3,4,5,8,8,8,8,7
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-28,11,8,8,8,7,5,5,5,4,4,4,4,4,4,4,4,5,6,6,6,7,8,8,9
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-29,11,14,15,16,19,19,17,16,15,16,14,14,15,16,14,12,11,14,15,15,16,14,13,12
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-30,14,12,11,10,10,9,9,8,8,7,6,5,5,5,5,6,7,7,7,9,11,14,12,13
PM2.5,184,061802,Guelph,ON,43.55164,-80.26415,2021-12-31,12,14,18,20,17,17,17,18,17,15,16,12,10,12,12,14,15,16,17,18,21,20,19,19
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-01,28,49,27,14,12,11,9,8,6,6,6,5,5,5,4,5,3,4,3,3,2,2,2,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-02,3,4,4,5,5,5,4,6,5,3,3,3,3,3,4,4,6,7,11,11,12,12,5,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-03,5,6,5,5,5,5,5,5,6,6,5,5,6,7,7,7,7,11,9,8,9,9,8,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-04,6,6,6,6,8,8,7,7,7,6,7,6,6,5,5,5,4,4,6,6,7,7,6,7
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-05,8,8,7,5,5,3,3,2,3,3,3,3,2,2,2,3,3,2,2,2,4,3,3,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-06,2,2,2,2,3,3,4,4,5,4,3,3,3,2,2,2,1,1,2,2,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-07,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,2,1,2,3,3,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-08,3,11,10,14,4,3,6,7,10,7,5,7,9,7,7,5,9,16,15,19,7,7,6,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-09,7,9,16,19,13,10,9,7,5,12,13,13,11,5,3,2,8,9,4,3,4,6,5,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-10,4,5,4,12,6,7,5,4,8,8,8,6,6,4,6,6,9,14,14,13,11,9,9,7
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-11,6,5,5,5,8,8,6,7,6,4,5,6,7,6,5,7,9,12,15,14,9,8,7,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-12,5,6,6,7,8,7,7,6,7,6,5,3,2,2,2,2,3,4,5,5,5,6,7,9
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-13,11,11,13,17,19,18,16,13,14,13,13,16,19,21,20,17,14,14,14,14,12,12,12,12
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-14,12,13,15,15,15,14,15,16,16,13,8,7,8,7,8,9,10,9,9,9,8,7,7,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-15,4,5,6,7,11,12,10,8,8,10,12,13,13,13,14,15,19,21,16,12,10,9,9,11
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-16,13,16,18,17,14,11,10,9,9,7,6,4,4,5,7,6,3,2,2,3,3,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-17,2,3,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-18,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,5,7,6,9,11,8,7,7
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-19,6,3,2,2,2,2,2,2,3,3,3,3,3,4,3,3,6,8,6,5,3,2,3,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-20,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-21,4,8,9,10,11,10,9,7,6,7,6,4,2,2,2,1,1,2,2,2,2,2,7,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-22,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,14,17,8,9,11,16
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-24,8,6,7,9,9,8,7,5,3,1,1,2,1,1,1,2,2,2,3,3,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-25,3,5,6,6,7,7,7,8,13,13,11,12,10,8,9,7,6,8,11,10,15,10,15,16
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-26,15,13,13,12,3,3,3,4,4,3,3,2,2,2,2,2,3,4,4,4,4,4,3,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-27,2,1,1,1,1,1,2,3,3,3,2,2,2,2,2,2,1,1,2,4,1,1,1,1
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-29,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,6,4,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-30,3,6,30,16,10,-999,10,7,7,11,11,7,4,2,1,2,2,3,9,9,13,12,6,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-01-31,3,2,2,1,1,1,1,1,1,1,3,5,4,3,2,2,2,2,3,2,1,1,1,1
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-01,1,1,1,1,1,2,5,6,5,7,6,9,5,7,6,12,5,5,2,2,2,1,5,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-02,13,8,3,13,28,11,9,13,8,3,3,4,3,1,1,1,1,1,2,2,1,1,1,1
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-03,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,9,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-04,4,6,10,5,5,3,6,7,6,4,2,1,2,2,1,1,3,3,4,4,3,3,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-05,2,1,1,1,2,2,3,3,5,6,6,3,3,3,3,3,4,5,4,3,3,3,4,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-06,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-07,1,1,2,2,2,2,3,7,3,2,2,2,2,2,1,1,2,2,2,3,6,8,12,14
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-08,9,7,5,4,8,7,7,8,10,9,4,2,1,1,2,2,2,2,2,3,4,3,2,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-09,4,4,5,5,4,5,4,4,5,6,6,5,3,2,2,2,2,7,10,5,5,3,4,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-10,12,7,4,5,5,6,7,9,8,7,4,3,2,2,3,3,4,8,14,13,14,15,12,10
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-11,7,3,2,2,2,2,2,3,4,3,3,4,4,4,4,4,6,8,9,12,10,10,8,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-12,12,20,13,7,11,8,6,13,31,13,4,5,6,5,5,5,5,9,18,5,4,5,5,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-13,9,13,30,15,9,7,18,14,7,3,4,5,6,4,3,3,3,4,4,4,4,3,4,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-14,3,3,3,3,3,5,5,6,12,6,9,4,4,3,3,2,2,5,13,10,4,7,11,11
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-15,9,8,4,4,5,4,3,3,3,3,3,3,2,2,2,2,1,2,3,2,2,1,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-16,2,2,2,2,2,2,2,2,3,6,3,2,3,2,2,2,3,3,5,8,12,14,10,21
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-17,12,7,5,4,12,11,9,10,11,7,8,7,3,2,2,3,4,5,5,4,5,6,9,10
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-18,4,8,5,6,8,6,10,8,9,6,7,5,3,3,8,6,5,11,13,8,4,4,4,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-19,7,9,9,8,5,4,4,5,5,5,4,3,3,3,2,3,5,5,5,5,5,5,5,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-20,6,7,5,5,8,12,9,9,12,6,6,3,3,4,3,3,2,3,8,12,13,19,15,11
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-21,10,11,10,10,9,7,6,7,6,5,4,5,8,9,9,9,12,16,18,18,19,20,16,15
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-22,19,20,18,13,10,8,7,5,5,5,5,6,5,5,5,5,5,6,5,5,7,8,8,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-23,9,11,18,20,23,24,22,21,21,20,14,9,6,6,6,7,6,4,2,2,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-24,2,2,3,2,2,3,4,5,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-25,4,3,3,3,3,4,6,7,5,4,4,4,3,3,2,2,3,4,6,6,7,7,7,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-26,9,7,8,9,5,6,6,7,4,4,3,3,4,6,3,2,3,3,3,7,7,6,5,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-27,7,8,7,5,5,5,5,6,7,7,7,6,7,7,7,6,7,7,10,13,15,15,17,17
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-02-28,20,19,19,21,21,20,19,18,17,14,11,8,5,3,2,2,1,2,2,2,2,1,2,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-01,6,3,2,2,3,3,2,2,2,2,2,1,2,2,2,3,5,2,2,2,2,2,3,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-02,5,3,2,2,2,2,3,4,4,3,3,3,2,2,2,2,2,3,3,4,10,3,4,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-03,6,7,9,7,7,8,10,9,8,6,5,4,4,4,3,3,3,3,3,3,3,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-04,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,4,4,2,4,5,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-05,3,3,4,5,5,4,3,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-06,4,5,5,4,3,3,3,3,3,4,5,5,5,4,1,1,1,1,1,1,2,3,5,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-07,3,4,3,5,6,4,4,3,4,4,5,4,3,3,3,3,3,4,12,13,14,17,14,9
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-08,5,5,4,3,4,2,2,2,2,2,2,2,3,3,3,5,10,13,14,13,12,13,13,14
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-09,8,6,5,5,6,5,5,7,8,5,5,6,5,4,3,3,3,3,9,10,9,10,10,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-10,5,4,4,4,3,3,4,6,7,7,10,10,9,9,10,11,15,17,18,19,23,23,21,22
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-11,19,17,17,16,15,14,12,10,9,8,7,6,7,8,7,4,3,2,2,2,2,2,2,2
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-12,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,3,6,5,4,4,4,4,4,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-13,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,4,4,4,5,4,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-14,3,4,3,2,3,2,2,1,1,1,1,2,1,1,1,1,2,2,3,3,3,4,4,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-15,4,5,4,4,4,5,6,5,5,6,6,5,5,5,5,5,4,6,8,10,10,7,7,9
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-16,8,10,9,8,8,8,8,8,5,4,3,3,3,3,3,4,4,4,5,7,10,20,10,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-17,6,5,9,6,5,4,5,6,5,5,7,7,6,7,8,9,11,10,8,8,8,7,6,5
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-18,6,7,7,7,7,7,7,3,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-19,4,3,3,3,4,4,8,8,5,5,5,4,4,4,4,4,5,6,6,6,6,6,8,6
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-20,7,8,7,6,5,6,5,5,5,6,6,5,4,4,4,4,4,5,5,8,17,15,11,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-21,11,9,10,6,6,5,6,8,5,4,3,3,3,3,3,3,3,4,8,12,12,12,9,7
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-22,6,6,6,7,6,6,9,19,6,4,4,4,4,5,6,6,5,4,6,14,13,12,11,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-23,8,8,9,8,7,9,9,9,8,7,7,6,6,6,7,7,7,9,14,17,18,16,12,13
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-24,11,12,8,7,7,7,7,6,6,6,6,7,6,7,8,8,6,7,7,7,8,9,8,8
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-25,6,6,6,7,7,7,7,6,6,6,5,4,4,3,4,3,4,5,5,5,12,6,4,3
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-26,5,7,6,4,3,3,3,3,4,4,3,4,4,4,3,3,4,5,4,5,5,4,4,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-27,4,5,5,5,4,4,3,3,4,5,5,5,5,4,4,4,5,6,5,5,5,5,5,4
PM2.5,184,062001,North Bay,ON,46.32323,-79.44928,2021-03-28,5,7,7,7,7,6,4,4,5,5,6,5,5,5,4,3,3,4,4,4,4,4,3,3
