File generated on // Fichier créé sur, 2025-02-14

Pollutant // Polluant:, PM2.5
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-23,4,4,3,2,2,2,2,3,3,2,2,4,3,3,3,4,5,4,6,4,4,4,4,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-24,2,2,0,0,0,0,0,0,0,1,3,4,5,4,4,3,6,6,7,7,8,8,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-25,6,6,7,7,5,6,5,5,7,9,12,13,12,9,9,6,8,10,11,11,10,10,13,17
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-26,22,28,24,26,25,25,30,31,23,21,16,10,7,7,10,15,16,13,10,8,9,13,15,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-27,18,25,18,18,17,18,16,16,14,12,12,9,8,8,7,5,5,7,7,7,8,10,7,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-28,5,4,3,2,3,3,2,2,4,3,4,3,3,2,2,1,2,2,1,1,2,2,2,0
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-29,1,1,1,1,0,1,1,5,29,1,1,2,3,2,2,3,3,5,7,6,7,11,11,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-30,7,6,3,2,1,1,1,0,1,1,2,3,3,4,4,3,5,6,10,10,13,16,17,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-01-31,7,7,7,5,2,6,3,2,4,4,7,7,8,15,8,9,4,13,13,20,24,26,33,25
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-01,11,16,19,15,11,11,11,12,11,15,16,14,13,12,11,11,10,9,8,10,7,7,8,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-02,7,6,7,8,8,5,6,6,5,4,5,4,4,3,3,2,2,2,3,3,3,2,2,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-03,1,1,1,1,1,1,1,1,1,2,2,-999,1,1,1,1,0,1,3,2,0,1,1,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-04,1,3,2,2,2,2,4,5,6,5,2,1,3,6,5,7,6,9,10,12,11,10,8,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-05,11,12,11,12,14,12,18,9,10,8,11,10,8,5,16,21,18,23,25,19,14,7,6,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-06,6,6,8,9,9,10,12,10,8,8,10,10,7,7,6,6,7,8,8,7,8,7,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-07,13,14,13,13,12,11,12,10,14,12,14,12,12,15,18,19,17,22,26,19,18,17,16,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-08,2,1,1,1,1,2,3,5,5,6,6,5,4,5,4,4,6,6,10,12,14,22,27,16
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-09,11,15,11,10,9,8,8,8,11,9,9,12,14,11,12,10,9,12,21,23,34,33,35,40
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-10,44,47,39,37,34,29,22,20,15,16,11,7,4,4,4,4,6,8,8,9,9,9,14,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-11,21,30,24,29,30,30,29,25,15,11,8,5,5,2,2,3,4,7,6,6,7,7,6,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-12,6,8,7,19,4,4,6,8,9,8,5,8,8,6,7,7,8,8,10,13,16,17,18,14
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-13,13,12,10,10,8,8,8,10,11,10,7,7,5,8,13,15,18,20,23,25,21,25,16,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-14,12,12,18,16,10,10,10,13,15,18,17,18,18,18,17,16,15,19,20,17,18,19,21,19
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-15,19,16,18,14,13,17,16,18,12,10,14,17,18,23,17,16,11,7,5,7,21,34,32,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-16,18,32,34,21,24,15,10,11,11,9,7,6,5,4,5,5,6,7,4,3,3,2,2,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-17,2,2,2,1,1,1,1,2,3,3,3,4,4,4,4,4,6,9,11,11,13,14,23,25
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-18,29,23,31,29,14,14,14,15,16,19,18,15,16,16,16,12,14,12,15,33,24,23,25,23
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-19,26,24,25,22,27,27,29,27,26,25,21,12,13,13,10,12,14,19,15,14,14,17,11,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-20,11,10,13,9,11,13,16,16,15,12,7,5,9,9,7,7,6,8,6,7,6,7,4,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-21,3,3,4,3,3,4,5,4,6,7,6,5,5,5,7,7,7,7,11,11,12,15,15,16
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-22,15,8,7,9,9,9,7,7,6,8,9,13,14,15,16,16,14,13,15,18,20,18,16,17
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-23,20,26,46,36,25,22,11,9,13,19,19,19,20,17,18,18,19,21,20,18,12,10,10,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-24,9,8,6,4,2,2,1,2,1,2,2,3,4,4,4,3,2,5,5,2,2,1,3,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-25,2,2,2,1,3,3,4,4,6,5,4,3,3,4,5,5,5,6,8,8,6,6,7,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-26,5,5,6,5,6,6,8,12,10,10,7,7,6,5,8,9,10,8,8,13,11,11,16,13
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-27,8,14,12,12,26,25,24,22,22,20,15,3,2,2,4,11,14,8,8,8,7,8,9,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-02-28,11,12,13,14,16,17,20,25,28,25,24,16,13,9,9,9,10,12,12,10,6,5,4,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-01,3,4,4,3,4,4,6,6,5,5,5,5,5,6,4,4,3,3,3,2,2,3,2,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-02,2,2,1,1,2,2,3,-999,-999,-999,-999,-999,6,6,5,6,7,6,7,7,7,9,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-03,6,6,7,8,6,9,11,11,10,12,12,11,11,7,8,11,13,15,19,16,11,6,4,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-04,2,2,1,1,1,2,3,3,3,2,2,2,2,2,4,4,6,6,7,7,6,6,9,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-05,4,6,5,6,5,9,12,10,10,7,9,9,6,5,5,4,4,5,6,5,6,7,8,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-06,8,7,7,6,6,7,6,6,4,4,4,5,6,7,8,8,8,7,7,6,9,13,10,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-07,10,9,8,8,8,8,8,7,8,9,8,7,6,6,6,6,6,7,10,8,7,7,8,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-08,7,8,8,7,7,8,11,11,11,12,10,11,9,6,6,5,6,9,9,8,10,9,10,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-09,12,9,12,14,16,17,18,17,17,16,15,12,9,5,5,5,7,9,31,28,21,23,30,22
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-10,21,24,21,19,21,16,15,12,16,15,14,9,6,4,4,4,6,10,11,13,12,12,11,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-11,12,13,12,12,10,11,12,14,16,17,19,19,18,19,17,19,19,19,17,18,17,19,17,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-12,3,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,5,5,3,2,2,2,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-13,4,3,2,3,3,3,3,4,3,3,3,3,4,4,4,4,5,6,5,5,4,4,7,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-14,6,4,4,5,5,5,5,4,3,4,3,2,2,2,3,2,2,2,2,2,2,3,3,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-15,3,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,5,6,9,8,10,9,9,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-16,14,15,19,16,16,20,27,16,12,13,11,9,7,6,8,8,8,10,12,15,14,27,24,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-17,12,12,15,14,15,17,21,18,15,13,15,16,17,17,17,13,13,13,15,20,22,24,22,22
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-18,23,22,21,20,19,18,16,14,11,11,11,6,4,3,2,2,2,2,2,2,2,3,3,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-19,4,4,4,5,4,4,4,4,4,5,5,5,6,5,6,6,6,7,7,8,9,8,8,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-20,7,7,6,6,6,6,6,7,6,6,6,5,5,4,4,5,6,8,14,8,8,7,7,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-21,9,9,9,8,8,8,8,7,6,6,6,5,6,7,7,8,9,9,13,21,33,35,28,25
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-22,26,25,23,20,14,16,25,11,11,9,9,7,8,7,6,5,6,9,16,21,23,20,25,26
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-23,15,24,18,16,14,13,12,10,12,12,11,13,13,13,10,8,8,18,21,28,27,28,24,25
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-24,22,24,27,29,29,31,31,26,24,9,6,6,6,5,7,7,7,5,4,5,6,7,6,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-25,5,6,7,6,6,8,12,6,5,6,5,9,12,11,8,6,6,7,8,8,7,9,10,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-26,14,12,14,13,8,7,9,9,5,6,5,3,4,4,3,3,2,1,3,2,1,2,2,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-27,3,3,4,4,4,5,7,5,7,9,9,8,9,8,8,7,8,9,9,11,7,9,8,13
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-28,6,7,18,16,10,7,7,5,6,6,7,5,4,3,2,1,1,2,2,3,4,7,4,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-29,2,2,1,2,3,2,4,8,6,7,3,3,4,4,4,4,4,4,4,6,6,8,7,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-30,11,15,13,11,10,9,7,6,5,5,5,4,4,4,5,6,6,7,7,6,7,7,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-03-31,9,9,8,8,8,9,9,9,10,10,10,12,13,14,18,13,6,6,5,5,5,5,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-01,7,8,8,7,4,3,3,3,4,4,4,4,5,4,4,4,4,5,5,4,4,3,3,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-02,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,7,6,6,6,6,7,8,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-03,9,12,9,7,7,7,6,5,4,4,5,5,4,4,4,5,5,6,7,7,6,8,8,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-04,8,8,9,8,8,8,8,8,9,10,11,11,8,7,7,7,8,9,10,10,11,10,10,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-05,12,11,11,10,10,10,9,7,5,4,5,6,8,9,8,8,8,7,7,7,6,5,5,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-06,4,4,4,3,4,5,7,3,3,3,2,2,2,3,3,3,4,5,9,7,28,12,9,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-07,10,12,11,9,10,10,15,14,12,12,6,5,7,10,11,8,8,9,11,20,16,12,13,12
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-08,12,13,12,11,10,10,12,12,12,11,11,11,9,8,7,7,6,6,6,8,9,9,6,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-09,4,4,5,6,7,7,8,9,10,8,7,7,5,4,3,3,4,5,9,14,15,12,13,16
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-10,18,15,7,6,6,7,9,7,8,9,9,13,11,10,9,10,10,13,18,15,16,10,6,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-11,5,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,5,3,2,2,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-12,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,4,5,5,7,7,7,7,7,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-13,8,9,12,10,8,8,7,6,6,5,6,6,6,6,6,6,6,5,5,6,7,8,5,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-14,5,5,5,5,6,6,6,7,9,10,8,8,8,8,6,5,5,6,7,9,11,11,10,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-15,10,9,8,7,7,7,9,8,9,9,10,11,9,6,5,7,10,10,11,9,7,4,2,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-16,2,3,3,3,3,3,5,5,4,4,3,4,5,6,6,6,7,7,6,6,7,7,8,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-17,8,9,9,8,7,7,4,3,4,5,5,5,5,6,5,5,6,7,8,12,13,14,14,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-18,4,5,6,8,6,6,6,6,6,6,6,5,4,3,3,4,6,7,9,19,16,15,13,12
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-19,14,11,11,11,11,11,10,8,11,11,12,10,9,7,8,6,7,8,9,10,11,10,11,12
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-20,12,9,8,7,6,6,9,4,3,4,5,4,4,4,5,3,3,4,4,3,3,3,3,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-21,3,2,2,2,3,3,4,3,3,3,5,3,3,2,3,3,2,5,4,4,3,3,2,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-22,1,1,1,2,2,2,3,2,3,4,5,6,5,4,5,5,4,4,4,4,5,5,7,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-23,8,8,8,8,8,7,7,7,9,11,11,10,10,10,10,9,10,10,10,10,9,11,17,18
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-24,20,16,11,9,10,12,11,11,12,12,10,10,9,9,9,9,10,15,17,15,13,13,14,14
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-25,15,15,16,15,16,16,17,16,16,15,12,9,11,12,15,17,19,17,18,7,2,1,1,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-26,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,7,6,8,12,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-27,5,5,5,6,7,7,9,4,4,5,4,5,5,5,5,5,4,4,6,8,7,9,9,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-28,12,12,11,12,13,15,10,10,9,6,6,7,7,7,8,14,16,16,15,12,9,17,20,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-29,8,10,11,10,9,11,11,12,11,11,11,12,11,9,8,6,6,7,6,9,10,8,9,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-04-30,8,9,7,5,3,3,4,5,4,4,4,4,4,4,3,4,7,6,3,2,3,2,3,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-01,2,2,2,2,3,3,3,3,3,3,4,5,4,3,4,4,5,5,5,5,4,3,4,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-02,6,7,5,6,5,5,4,4,4,4,4,4,4,3,3,3,3,4,4,4,5,3,3,3
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-03,2,2,4,2,2,2,3,3,4,4,3,3,5,7,7,7,6,5,6,7,8,7,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-04,6,7,5,4,4,7,7,9,8,10,11,5,5,7,9,8,8,8,9,7,5,4,4,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-05,7,6,6,10,11,10,10,15,24,24,19,11,6,6,5,4,3,3,3,3,4,3,3,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-06,1,1,1,1,1,1,1,2,4,2,2,2,2,2,3,2,3,3,2,3,4,3,4,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-07,4,2,2,3,4,6,3,3,1,1,2,1,1,2,2,2,2,2,2,3,6,6,3,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-08,2,2,1,1,2,2,3,2,2,3,3,2,1,1,2,2,4,4,4,5,6,6,6,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-09,8,8,7,7,7,5,4,3,3,4,4,5,5,4,3,3,3,5,5,5,5,5,5,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-10,6,8,8,8,8,9,9,6,6,5,4,4,4,5,6,5,7,8,7,8,8,8,7,6
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-11,5,6,7,6,6,6,6,6,6,7,8,7,6,6,4,5,3,3,2,2,1,2,1,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-12,2,2,3,4,5,7,5,3,3,3,3,-999,2,3,3,5,4,3,4,7,7,6,4,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-13,6,6,6,6,6,8,4,4,3,2,-999,3,4,7,6,6,7,8,11,18,12,6,7,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-14,6,7,6,7,8,10,9,7,6,6,6,6,5,16,7,4,5,6,7,10,16,11,5,4
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-15,4,4,4,5,5,5,5,5,5,6,6,6,6,6,5,6,7,8,7,9,8,9,8,10
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-16,15,17,17,14,21,15,10,15,11,11,7,8,6,6,5,6,6,9,13,15,18,17,11,12
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-17,11,13,13,10,12,14,15,15,15,10,8,9,8,6,6,7,7,7,8,9,8,7,8,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-18,9,9,11,10,11,10,8,5,6,10,12,11,10,8,7,5,5,6,7,8,8,7,8,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-19,10,8,7,8,11,12,12,7,13,9,8,10,13,13,9,10,10,12,14,16,19,18,15,13
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-20,14,16,15,15,15,16,22,24,18,16,16,10,12,12,13,12,12,15,11,11,9,9,12,14
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-21,20,22,21,18,17,19,20,24,18,18,16,13,11,12,15,15,12,11,14,18,21,15,12,13
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-22,12,11,11,13,15,12,12,13,16,14,11,12,13,10,9,8,9,10,9,8,8,7,9,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-23,10,8,8,6,5,4,5,6,2,5,2,2,1,1,2,2,1,0,1,1,2,1,2,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-24,11,11,1,0,0,0,1,2,3,2,2,3,2,2,2,2,3,3,3,6,7,11,10,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-25,16,15,7,9,12,9,10,8,7,6,6,14,18,16,12,11,10,12,16,19,20,18,16,15
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-26,17,18,17,15,13,14,16,15,20,20,22,23,23,23,23,20,9,10,11,9,10,7,6,5
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-27,4,2,0,0,1,0,3,3,3,3,3,7,9,4,4,5,7,6,31,31,13,6,4,2
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-28,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,8,11,11
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-29,15,15,13,6,3,7,8,4,3,4,1,2,2,1,1,1,1,1,0,0,6,5,5,13
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-30,7,8,3,1,1,3,0,0,1,3,1,1,0,0,0,1,2,3,2,4,2,2,3,1
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-05-31,1,1,1,2,3,3,3,4,7,5,4,-999,-999,9,9,12,12,12,11,12,16,12,12,17
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-06-01,18,11,8,9,7,7,8,8,9,11,11,10,11,9,9,7,8,10,10,10,7,7,5,8
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-06-02,12,12,13,17,15,13,11,10,8,8,8,5,5,6,7,8,8,8,9,10,11,11,11,7
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-06-03,8,10,11,9,8,8,10,13,14,11,14,16,21,17,21,15,7,8,10,9,8,9,11,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-06-04,8,8,8,8,9,9,9,8,8,10,11,11,11,9,6,6,6,7,7,5,6,5,7,9
PM2.5,184,050103,Montréal,QC,45.64103,-73.49968,2021-06-05,11,10,9,9,12,14,9,8,8,8,10,12,12,9,11,12,12,10,10,11,11,11,10,12
