File generated on // Fichier créé sur, 2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, SO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-23,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-24,0.3,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-25,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.5,0.7,0.5,0.2,0.2,0.3,0.3,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-26,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-27,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-28,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-29,0.3,0.3,0.4,0.3,0.7,0.6,0.5,0.4,-999,-999,-999,-999,-999,0.1,0.2,0.2,0.5,2.8,0,0.1,0.1,0.1,0.2,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-06-30,0.1,0.2,0.2,0.2,0.3,0.4,0.2,0.3,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-01,0.1,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-02,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0,0.1,0,0,0.1,0.1,0.1,0,0.1,0,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-04,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-05,0.2,0.1,0.3,0.1,0.2,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-06,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.3,0.3,0.2,0.2,0.3,0.1,0.2,0.4,0.3,0.3,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-07,0.4,0.4,0.2,0.3,0.4,0.3,0.5,0.3,0.3,0.8,0.3,0.3,0.6,0.5,0.5,0.5,0.6,0.4,0.3,0.2,0.4,0.4,0.2,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-08,0.2,0.2,0.4,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.2,0.3,0.2,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-09,0.2,0,0.3,0.5,0.3,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.3,1.6,4.2,2.1,0.4,0.2,0.4,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-10,0.7,4,1.3,0.7,0.2,0.3,0.6,0.4,0.6,0.6,0.6,0.3,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.7,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-11,0.6,0.5,0.5,0.7,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.3,0.4,0.7,14,13.5,1.7,0.6,0.5,0.6,0.5,0.8,0.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-12,0,0.2,0.3,0.1,0.2,0.5,0.4,0.5,0.3,0.3,0.4,0.5,0.3,0.3,0.3,0.3,0.4,0.4,0.2,0.3,0.4,0.4,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-13,0.2,0.5,0.3,0.3,0.5,0.5,0.6,0.7,0.5,0.3,0.2,0.2,0.1,0.3,0.2,0.4,0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-14,0.2,0.2,0.3,0.3,0.1,0.5,0.7,0.4,0.2,0.8,1.8,19.5,4.5,0.7,0.6,0.7,0.6,0.7,0.4,0.8,2.9,1.5,8.7,5.9
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-15,4.3,6,6.7,2.4,2.6,1.4,6.1,12.6,7.3,12.4,10.1,2.4,1.8,1.6,2,1.6,1.2,1.8,1.1,0.7,2.6,5.8,5.5,10.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-16,7.7,9.5,4,3.2,3.1,1,1,1.2,1,1.2,1.5,0.7,0.4,0.4,0.5,0.2,0.5,0.2,0.1,0.3,0,1.2,1.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-17,0.4,0.2,0.6,0.6,0.5,0.3,0.4,0.4,0.2,0.4,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.7,0.7,0.4,0.5,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-18,0.2,0.3,0.5,0.4,0.4,0.3,0.2,0.4,0.4,0.5,0.7,0.4,0.3,0.4,0.2,0.4,0.4,0.5,0.6,0.3,0.2,0.4,0.8,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-19,0.2,0.6,0.6,0.5,0,0.2,0.3,0.4,0.2,0.2,0.3,0.1,0.5,1.7,0.4,0.3,0.3,1.2,0.5,0.4,0.4,0.4,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-20,0.3,0.2,0.3,0.5,0.4,0.2,0.2,0.3,0.5,0.5,0.4,0.6,0.3,0.2,0.6,0,0.2,0.5,0,0.4,0.2,0.5,0.1,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-21,0.5,0.3,0.4,0.3,0.3,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.5,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.1,0.3,0.5,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-22,0.1,0.3,1.4,0.6,0.7,0.8,0.4,0.3,0.3,0.4,0.5,0.5,0.3,0.5,0.5,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-23,0.3,0.3,0.2,0.4,0.3,0.3,0,0.1,0.3,0.3,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-25,0,0,0.1,0,0,0.2,0,0,0,0.2,0.4,1.2,4.6,12.8,1.7,4,1.2,0.6,0.7,0.2,0,0.2,0.2,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-26,0.8,0.3,0.4,2.3,8.4,11.7,17.4,13.1,4.1,2.2,2.1,1.1,2,3.5,1.4,3.2,1.2,0.8,0.6,0.5,0.3,0.7,0.8,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-27,0.7,0.5,0.7,0.4,0.1,0.1,0.4,0.3,0.4,0.3,0.4,0.3,4.4,5.3,22.7,2.2,0.7,0.4,1,1,2.8,1.1,0.6,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-28,0.9,0.7,0.7,0.5,0.7,0.7,0.6,0.8,1.5,0.6,0.2,0.5,0.4,0.6,0.5,0.5,0.6,0.9,0.8,0.3,0.5,0.6,0.2,0.8
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-29,0.8,0.5,1.1,0.5,0.6,0.8,0.9,0.7,0.6,0.4,0.4,0.5,0.5,0.3,0.1,0.2,0.4,0.4,0.8,1.2,1.1,0.6,1.1,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-30,0.9,1.2,2.8,11.6,14.2,3,1.5,1.6,1.1,1.2,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-07-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.8,0.5,0.8,0.4,0.5,0.6,0.4,0.8,0.5,0.8,0.2,0.6,0.9,0.8,1.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-01,0.6,0.2,1.2,0,0.9,0.7,0.5,0.5,0.3,0.5,0.4,0.7,0.3,0.6,0.5,1.1,0.3,0.7,0.4,0.7,1.3,1.3,0.9,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-02,0.6,0.8,1.4,0.6,0.7,0.8,0.7,0.4,0.9,0.8,0.6,-999,-999,-999,0.5,0.4,1,0.7,0.6,0.3,1.1,1,0.7,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-03,0.9,1.5,1.6,1.5,3.1,4.4,4,1.2,-999,1.4,2.2,2.4,0.6,0.3,0.6,0.4,0.6,0.8,2.3,-999,-999,-999,-999,-999
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-04,-999,-999,0.9,0.9,0.7,1.1,2.8,4,1.9,1.9,1.8,-999,-999,-999,-999,0.6,0.3,0,0,0,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-05,0,0,0,0,0,0,1.2,1.4,1,6.9,3.3,1.1,1,0.5,0.3,0.4,0.6,0.8,1,0.5,0.5,0.6,0.5,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-06,0.5,0.6,0.7,0.5,0.8,0.6,0.6,0.8,0.8,0.6,0.7,0.9,0.8,0.5,0.2,0.3,0.5,0.6,0.9,0.7,0.7,0.6,0.5,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-07,0.2,0.2,0.3,0.3,0.6,0.4,0.5,1.1,1.1,0.9,0.8,0.7,0.7,0.6,1.1,1.1,3.2,0.9,5.1,2.4,1.4,1,1.5,0.9
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-08,0.6,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.5,0.6,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-09,0.5,0.4,0.5,0.4,0.4,0.3,0.2,0.3,0.4,1,27.1,8.4,1.4,0.6,0.5,0.5,0.3,0.2,0.2,0.4,0.3,0.3,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-10,0.2,0.3,0.3,0.4,0.4,0.3,0.3,6.3,21.8,2.3,0.8,0.5,0.7,0.5,0.4,3.3,1.1,0.6,0.5,0.7,0.6,0.9,2.2,1.9
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-11,4.9,1.7,3.2,1.3,1,0.7,0.6,0.5,0.5,0.3,3.6,3,1.2,0.2,0.3,0.2,0.2,0.2,0.2,0.4,0.4,0.5,1,2.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-12,1.4,1.1,1,0.6,0.5,0.4,0.4,0.2,0.3,0.2,0.3,3.6,1.7,0.5,0.2,0.5,0.6,3.4,1.3,0.6,0.6,4.5,4.5,0.9
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-13,0.8,2.2,1,0.6,1.5,2.3,2.6,5.6,5.6,3.8,1.4,0.5,0.3,0.5,0.6,0.9,1.6,4.4,2.2,1,0.6,0.8,0.9,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-14,0.4,0.4,0.5,0.4,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.9,1.1,1.4,3.8,0.9,0.7,0.6,3.3,0.7,0.5,1.4,2.9,4.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-15,2,1.1,0.8,0.6,0.6,0.3,0.4,0.3,0.3,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.4,0.6,0.5,0.4,0.3,0.3,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-16,0.4,0.4,0.6,0.4,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.2,0.4,0.3,0.3,0.2,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-17,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0,0,0.1,0,0.2,0.4,0.3,0.2,0.2,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-18,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0,0,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-19,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,-999,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.6,0.3,0.3,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-20,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-21,0.3,0.4,0.6,0.5,0.3,0.2,0.2,0.2,0,0.1,0,0,0.1,0.2,0.2,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.1,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.5,5.6,19.7,2.9,2,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-23,0.3,0.2,0.2,0.1,0,0.1,0.1,0.1,5.6,18.5,23.2,1.5,0.7,8.6,23.2,23.2,23.4,14.6,9.8,1.2,0.6,0.4,0.3,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-24,0.1,0.1,0.2,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.7,0.5,0.2,0.2,0.2,0.1,0,0,0.1,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-25,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.4,0.2,0.1,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-26,0,0,0,0,0,0,0,0,0.2,0.2,14.9,43.2,4,1.8,0.7,0.7,0.7,0.6,0.6,0.6,4.9,3.7,9,2.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-27,1.6,3.8,3.5,5.1,3.2,5.1,2,0.8,0.4,0.3,0.3,0.1,0.2,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0,0.1,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-28,0,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0.1,0.2,0.2,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-29,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-30,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.4,0.7,0.4,0.4,0.3,0.2,0.6,0.8,0.5,0.5,1.1,0.7,0.4,0.6,0.6,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-08-31,0.3,0.4,0.5,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-01,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-02,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.5,0.7,0.3,0.2,0.3,0.2,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-03,0.2,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-04,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.5,0.2,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.4,0.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-05,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-06,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.9,8,5.2,15.5,16.4,17.3,25.3,16.9,4.3,11.3,12.1,11,8.2,17.6,15.8,12.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-07,2.7,0.9,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.3,0.7,0.2,0.5,0.3,0.3,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-08,0.3,0.2,0.5,0.4,0.5,0.6,0.6,0.8,0.8,0.7,0.5,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.2,1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-09,0.4,0.3,0.1,0,0.1,0.1,0.1,0.2,0.3,0.7,0.7,0.6,0.6,0.3,0.2,0.1,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-10,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-11,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.9,0.9,0.9,1,0.6,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-12,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-13,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.9,1.3,1,0.9,0.8,1.4,1.6,1.2,0.8,0.5,0.4,0.5,0.4,0.5,0.4,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-14,0.5,0.5,0.6,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-15,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,11,21.8,20.9,16.2,17.6,13.5,1.5,1.4,3.3,4.7,7.5,1.8,0.6,0.4,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-16,0.3,0.3,0.4,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-17,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.1,4.8,3.7,8.2,0.9,0.3,0.4,6.7,7,3.1,1.6,1,0.9,0.8,0.5,1.6
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-18,2.5,3.8,1.8,2.8,1.8,0.6,0.4,0.5,1,0.9,1,1.6,0.7,5.2,0.9,4.5,1.3,0.6,1,1.4,1.1,0.5,0.4,0.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-19,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.5,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-20,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.6,0.7,0.9,1,1,1.3,1.3,1.3,1.4,1.3,1.2,1.2,1.3,1.4,1.4
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-21,1.2,1.4,1.1,1.4,1.6,1.3,1.2,1.3,1.7,1.7,1.7,1.6,1.8,2,1.5,0,0,0,0,0,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-22,0,0,0,0,0,0,0.1,0,0.1,-999,-999,0.1,0.2,0.1,0,0.1,0.1,0,0,0,0,0,0,0
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-23,0,0,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-24,0.3,0.3,0.3,0.3,0.3,0.6,0.5,0.6,0.6,0.6,1.1,1,0.7,0.9,0.9,1.1,1,0.8,1,0.8,0.7,0.5,0.5,0.6
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-25,0.8,0.6,0.7,0.8,0.6,0.5,0.7,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-26,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.7,0.7,0.7,0.6,0.6,0.8,1.6,1,0.7,0.6
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-27,0.7,0.8,0.8,0.7,0.6,0.7,0.8,0.6,0.7,1.2,1.8,1.9,1.7,1.2,1,1.2,1.2,1.2,1.5,1.3,1.1,1.2,1,1.2
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-28,0.9,0.8,1,1.4,1.3,1.5,1.2,1,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,1,0.8,0.6,0.6,0.9,0.6,0.7,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-29,0.7,0.7,0.8,1,1.1,0.8,1,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.6,0.7,0.7,0.9,0.6,0.6,0.7,0.7,0.8
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-09-30,0.9,1,1.3,1.5,1.3,1,1,0.9,0.8,0.8,0.8,0.6,0.7,0.8,0.3,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-10-01,0.4,0.5,0.6,0.6,0.4,0.4,0.5,0.6,0.6,0.7,0.6,0.6,0.5,1.9,3.6,1.3,1,1,0.7,0.6,0.6,0.6,0.5,0.5
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-10-02,0.6,0.6,0.7,0.7,0.5,0.6,0.6,0.6,0.5,0.4,0.4,0.2,0.8,0.5,0.5,0.4,0.5,0.5,0.6,0.8,1,0.9,0.5,0.6
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-10-03,0.6,0.6,0.5,0.7,0.6,0.7,0.7,0.6,0.6,0.7,0.5,0.4,0.3,0.3,0.4,0.4,0.5,0.7,0.7,0.8,0.8,0.9,0.7,0.7
SO2,030201,Port Hawkesbury,NS,45.61416,-61.36235,2021-10-04,0.6,0.7,0.8,0.9,0.8,0.7,0.8,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.5,0.5,0.6,0.7,0.8,0.7,0.8
