File generated on // Fichier créé sur, 2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, SO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-17,3.6,5.6,6.7,2.9,1.8,1.1,0.6,0.5,0.6,0.5,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-18,0,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0,0,0.3,0.3,0,0.1,0.2,0.2,0.4,0.4,0.4,0.5,0.4,0.3,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-19,0.1,0.3,0.8,1.5,1.4,1.7,1.3,1.5,1.8,2.4,1.9,1.2,1.4,0.9,0.6,1.2,1.3,1.3,0.6,0.1,0.1,0.2,0.1,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-20,0.1,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.3,0.7,2.1,0.5,0.3,0,0.1,0.1,0.1,0.1,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-21,0,0,0,0,0.1,0.1,0.2,0.5,1.2,1.5,3.5,0.5,0.7,0.6,1.7,0.8,0.4,1,0.9,0.7,0.7,0.8,1,1.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-22,2.5,3.6,4,3.6,4.1,3.9,5.7,7.6,9.6,10.5,6.6,4.1,1.1,1.2,1.4,1.1,1.2,1.2,0.8,0.6,0.4,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-23,0.6,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.6,0.9,0.7,0.6,0.5,0.8,0.8,0.6,0.6,0.8,0.7,1.6,2.3,1.7
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-24,1.3,1.3,1,0.8,1.2,0.7,0.8,0.8,0.9,1.4,1,0.6,0.4,0.7,0.6,0.9,0.7,0.6,0.9,1.1,1.6,1.4,1.6,2.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-25,1.6,1.3,1.6,1.7,2.3,2.1,1.6,2.5,2.4,2,0.8,0.6,0.7,0.5,1.1,1,0.9,1,1.1,1.1,1,1.5,1.5,1.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-26,1.3,1,1,0.9,0.9,1.2,1.6,3.1,3.5,6,5.3,1.4,1.2,1.9,1,0.8,1.4,2.2,2,2.5,2.2,1.5,1.9,2.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-27,1.6,0.6,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0,0.1,0,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-28,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0,0,0.1,0.2,0.2,0.1,0.1,0.1,0,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-29,0,0,0,0,0.1,0.1,0.2,0,0.1,0.3,0.4,0.5,0.6,0.3,0.3,0.4,0.2,0.1,0.1,0,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-30,0,0,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.4,0.4,0.3,0.5,0.4,0.4,0.3,0.2,0.1,0,0,0,0,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-01-31,0,0.1,0,0.1,0,0,0.2,0.2,0.8,1.3,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.1,0.1,0.2,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-01,0.3,0.5,0.7,0.4,0.5,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.7,1.3,1.2,2,2.3,1.1,1.2,1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-02,1,1.2,1.6,1.8,1.8,2.7,0.9,0.7,0.5,0.5,0.5,0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-03,0.4,0.5,0.8,1.1,1,1.4,1.5,1.5,1.2,1.8,0.9,0.6,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.9,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-04,0.6,0.6,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.7,0.5,0.5,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.3,1,0.8,1.3,0.7
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-05,0.5,0.4,0.3,0.4,0.5,1.4,3.6,4.3,2.2,1,0.8,0.7,0.4,0.1,0.1,0.1,0.3,0.3,0.5,0.5,0.4,0.3,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-06,0.1,0.1,0.1,0,0,0,0,0,0.1,0.3,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-07,0,0,0,0.1,0.2,0.2,0.2,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-08,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.3,0.2,0.6,0.2,0.1,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-09,0.3,0.3,0.3,0.1,0.1,0.2,1,0.5,0,0.6,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.4,0.5,0.6,0.6,0.4,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-10,0.2,0.4,0.4,0.2,0.3,0.7,1.6,1,1.3,1,0.9,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-11,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.4,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.1,0.2,0.3,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-12,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.1,0,0,0,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-13,0,0,0,0,0,0.1,0.2,0.2,0.4,0.3,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.3,0,0,0.1,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-14,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.4,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-15,0.1,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0.2,0.1,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-16,0.1,0.1,0.2,0.3,0.4,0.4,1.2,1.7,1.2,0.6,0.5,0.4,0.4,0.4,0.3,0.2,0.3,0.1,0,0,0.1,0.1,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-17,0,0,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-18,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.5,0.6,0.7,0.4,0.3,0.7,1.4,2,5.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-19,5.9,4.3,2.6,1.8,1.1,1.2,1.2,0.5,0.4,0.3,0.2,0,0,0,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.3,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-20,0.4,0.4,0.4,0.5,0.2,0.3,0.4,0.3,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-21,0,0.1,0.2,0.3,0.2,0.3,0.3,0.5,0.4,0.1,0.1,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.7,0.7,0.6,0.6,0.6,0.7
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-22,0.7,0.6,0.6,0.8,1.6,1.7,2.6,3.7,4.3,2.1,1.2,0.5,0.4,0.4,0.7,0.5,0.5,0.7,0.7,0.5,0.4,0.3,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-23,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.3,0.7,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-24,0.6,2.3,3.9,2.6,1.8,1.4,1.3,2.1,4.3,4.3,4,1.1,0.9,0.5,1,1,0.5,0.5,0.6,0.3,0.2,0.1,0.3,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-25,0.4,0.4,0.2,0.2,0.4,0.6,0.9,1.3,1.3,1.2,1.3,0.8,0.8,1.6,0.9,0.7,1.8,1.1,1.1,1,1.7,2.4,1.1,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-26,0.5,0.4,0.4,0.8,1.7,2.6,3.3,2.5,1.3,1,0.9,0.9,0.9,1.2,0.9,0.5,0.3,0.1,0.1,0,0.1,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-27,0,0.1,0.2,0.1,0.2,0.3,0.6,0.3,0.2,0.2,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-28,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0,0.1,0.2,0.3,0.1,0,0,0,0.1,0,0.1,0,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-02-29,0,0.1,0.6,1.5,1.5,1.3,1.1,1.5,1.1,2.6,1.8,0.8,0.7,0.7,0.5,0.6,0.6,1.1,1.9,1.7,2.4,2.3,2.7,2.9
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-01,3.6,3.5,3.1,1.9,2.3,3.2,5.2,6.7,10,11.8,3.9,1.5,1.1,0.9,0.8,0.6,0.6,0.2,0.2,0.1,0.1,0.1,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-02,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-03,0.2,0.2,0.4,0.8,1.1,1.2,2.3,3.6,3,2.5,1.9,0.9,0.8,0.5,0.6,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-04,0.4,0.4,0.9,1.7,1.8,1.5,1.6,2,1.7,1,0.7,0.4,0.6,0.8,0.7,0.5,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-05,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.9,0.5,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-06,0,0,0,0,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0,0,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-07,0.2,0.2,0.2,0.2,0.3,0.4,0.7,1.1,1.3,0.7,0.5,0.5,0.4,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-08,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0,0,0,0,0,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-09,0.1,0.1,0.4,0.3,0.6,2.5,1.9,1.4,1,0.7,0.7,0.4,0.3,0.2,0.1,0,0,0.3,0.4,0.6,0.3,0.5,0.5,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-10,0.3,0.3,0.5,0.3,0.3,0.5,0.7,1,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.4,0.5,0.5,0.6,1.7,2.5,0.8,0.5,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-11,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.5,0.4,0.3,0.2,0.1,0.1,0,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-12,0.1,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0,0.2,0.2,0.7,0.3,0.3,0.1,0.1,0,0.4,0.4,0.2,0.4,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-13,0.3,0.3,0.2,0.1,0.3,0.5,1,1.5,1.1,0.6,0.5,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.6,1,1.5,1.9,1.8,0.6
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-14,0.3,0.1,0.1,0.1,0,0,0,0.1,0.1,0.2,0.2,0,0.1,0.1,0.6,0.8,0.6,0.4,0.4,0.6,0.8,0.4,0.8,1.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-15,1.3,1.3,1,0.5,0.3,0.3,0.4,0.3,0.5,0.5,0.4,0.1,0.1,0.1,0.2,0,0,0,0,0.1,0,0,0,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-16,0.1,0.2,0.1,0.3,0.8,1.7,1.7,1.8,1.6,0.7,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.5,1.3,1.4,1.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-17,1,1,1.6,1.6,1.2,1.3,1.5,1.6,1.9,3.1,8.7,0.3,0.3,0,0.1,0.4,0.3,0.4,0.4,0.3,0.3,0.2,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-18,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.2,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-19,0,0,0,0.1,0.1,0.2,0.2,0.5,0.5,0.4,0.2,0.1,0.1,0,0,0,0.1,0.1,0.2,0.3,0.4,0.7,0.9,0.7
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-20,0.5,0.5,0.7,1.2,2.2,2.9,4.7,2.1,3.2,3.5,1.1,0.4,0.4,0.7,0.7,0.6,0.5,0.4,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-21,0.3,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.3,0.1,0.2,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-22,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-23,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.4,0.4,0.4,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.3,0.4,1.1,2.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-24,2.8,3,1.6,0.6,0.4,0.4,0.6,0.7,0.6,0.5,0.5,0.2,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-25,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-26,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.2,0.4,0.4,0.4,0.2,0.1,0,0.1,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-27,0,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-28,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.3,0.2,0.1,0.2,0.1,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-29,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-30,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-03-31,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.9,0.6,0.9,1.4,0.7,0.6,0.7,0.5,0.3,0.3,0.3,0.3,0.2,0.2,0.5
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-01,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.6,0.4,0.9,0.8,0.5,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.4,0.2,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-02,0.6,0.3,0.4,0.2,0.1,0.1,0.2,0,0.2,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.3,0.1,0.1,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-03,0.1,0.1,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.5,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0,0.1,0,0,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-04,0,0,0,0,0,0.1,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-05,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.2,0.3,0.4,0.2,0.2,0.1,0.2,0,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-06,0.3,0.4,0.5,0.4,0.5,0.9,1.1,1.6,1.4,0.5,0.3,0.2,0.2,0.3,-999,0.4,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.3
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-07,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.6,0.8,0.4,0.3,0.2,0.2,0.2,0.2,0.6,0.8,0.6,0.4,1.3,1.6,1.5,1.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-08,0.7,1.2,1.4,0.8,1,1.3,1.9,0.9,0.5,0.2,0.2,0.2,0.6,0.6,0.5,0.4,0.1,0,0.3,0.4,0,0,0,0
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-09,0,0,0.2,0.2,0.2,0.3,0.3,0.9,0.9,1.2,0.4,0.3,0,0.2,1,0.4,0.1,0.1,0.4,0.5,1.7,0.7,0.3,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-10,0.1,0.3,0.6,0.1,0.4,0.3,0.6,0.9,0.5,0.5,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-11,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.1,0.1,0.1,0.1,0,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-12,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.1,0.5,0.3,0.1,0.2,0,0.1,0,0.2
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-13,0.3,0.3,0.1,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.7,0.8,0.5,0.7,0.6,0.4
SO2,010102,St. John's,NL,47.56038,-52.71147,2020-04-14,0.5,0.4,0.6,0.5,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2
