File generated on // Fichier créé sur, 2025-02-14

Pollutant // Polluant:, PM2.5
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-14,8,7,6,5,5,4,4,5,5,5,5,5,4,3,3,2,2,3,3,4,6,6,6,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-15,9,11,8,10,9,11,14,20,25,24,15,4,2,5,9,13,16,18,18,20,20,18,16,17
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-16,18,19,20,21,20,21,22,18,9,9,11,12,13,14,15,16,17,14,11,9,7,6,6,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-17,6,5,6,9,10,11,10,9,9,8,7,9,7,8,7,5,9,10,6,6,6,5,3,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-18,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-19,3,5,6,6,5,5,5,4,3,3,2,2,2,1,1,1,0,0,1,1,1,2,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-20,3,4,3,2,3,3,5,9,10,8,7,6,5,4,4,3,3,3,3,3,3,3,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-21,5,5,5,5,5,7,7,12,13,11,8,7,8,8,8,11,11,10,11,11,7,8,5,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-22,6,5,5,5,6,7,9,14,16,14,14,15,14,21,25,8,8,9,8,7,3,1,2,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-23,6,5,3,2,3,2,2,4,5,6,2,1,2,2,3,3,4,3,3,3,4,3,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-24,3,3,4,5,4,4,5,4,5,5,3,2,1,1,1,1,1,1,1,1,1,2,3,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-25,6,5,4,4,8,2,3,3,3,3,3,3,3,4,4,2,2,2,2,2,3,3,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-26,7,8,8,7,7,7,6,5,5,5,4,5,5,5,4,6,8,12,13,12,12,9,8,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-27,7,8,9,10,10,11,11,10,11,12,11,9,6,3,2,2,1,1,2,2,1,1,1,1
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-02-28,1,1,1,1,1,1,2,3,3,3,5,4,4,4,4,5,5,5,6,5,5,6,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-01,10,10,9,8,7,11,11,12,15,17,17,15,12,14,17,24,27,25,21,15,12,6,3,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-02,3,3,3,4,5,5,5,4,3,2,3,4,5,8,13,14,15,15,14,14,14,15,14,1
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-03,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,3,4,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-04,7,6,5,5,5,6,4,3,5,6,7,8,5,5,5,6,11,11,12,10,8,8,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-05,9,10,9,9,9,9,10,13,14,12,15,17,17,15,14,17,14,12,12,14,13,12,12,12
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-06,15,16,17,15,10,4,4,7,7,7,7,8,8,7,6,6,5,3,4,4,4,3,2,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-07,2,2,2,3,3,3,4,5,4,3,6,7,5,2,2,3,3,2,2,1,2,2,1,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-08,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,4,4,4,4,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-09,4,4,5,5,5,6,6,10,14,10,11,13,12,11,11,12,11,11,12,14,17,20,18,16
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-10,17,16,10,6,5,6,7,5,5,4,3,3,4,4,5,5,5,6,7,8,8,8,8,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-11,7,8,7,9,12,15,14,10,8,7,5,8,10,12,11,13,13,15,15,16,11,7,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-12,4,4,4,4,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-13,2,1,1,1,2,2,2,4,4,5,7,6,5,5,5,6,8,11,11,10,9,9,9,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-14,12,12,13,14,13,14,15,16,16,11,10,9,9,10,10,10,12,14,17,20,21,23,23,24
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-15,18,14,9,9,10,12,12,15,14,9,10,12,7,7,6,9,9,10,9,12,19,25,23,24
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-16,19,11,11,10,10,9,10,15,18,19,22,22,21,27,43,33,31,24,19,15,15,15,12,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-17,8,8,9,9,10,10,11,11,16,12,11,7,6,7,7,7,7,8,9,11,12,13,13,14
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-18,16,17,17,20,20,21,22,22,19,13,10,16,18,29,27,20,19,15,15,17,18,12,11,12
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-19,14,15,20,25,25,25,23,15,10,12,14,14,15,19,21,14,2,2,2,3,3,2,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-20,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,0,1,1,1,1,2,2,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-21,4,4,4,4,3,3,3,2,3,2,1,1,1,1,2,4,5,5,7,7,7,7,5,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-22,1,1,2,3,3,3,4,6,5,4,4,4,5,4,3,7,5,1,3,6,5,5,5,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-23,5,7,3,3,3,4,5,3,4,4,3,4,4,4,5,5,4,4,5,5,4,5,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-24,7,9,12,20,18,4,2,3,3,2,2,2,2,2,2,3,4,4,4,4,5,5,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-25,4,3,4,4,5,4,4,5,2,2,2,2,2,2,2,2,3,5,8,7,6,4,5,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-26,6,6,6,6,7,7,7,5,6,6,4,2,3,2,2,2,2,3,3,3,3,2,1,1
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-27,1,2,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-29,4,4,4,4,5,6,10,8,3,2,2,2,3,3,2,2,3,4,6,13,15,13,11,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-30,10,10,10,10,9,8,9,9,12,10,8,7,8,7,7,7,8,9,9,9,10,11,10,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-03-31,11,11,13,14,17,19,-999,4,3,6,7,7,5,4,4,3,3,4,5,5,5,4,3,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-01,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-02,4,4,3,3,3,4,4,3,3,2,2,2,2,3,4,6,7,8,10,12,11,11,11,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-03,9,8,8,8,9,12,13,13,12,9,11,10,5,5,4,4,4,4,4,4,5,5,5,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-04,5,6,6,8,8,9,10,9,9,6,4,4,4,5,4,7,5,4,4,4,5,5,11,13
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-05,13,10,6,7,7,8,9,9,10,12,15,14,14,13,13,12,9,9,7,6,5,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-06,6,6,5,5,6,7,9,9,9,9,8,8,9,10,11,13,13,12,12,18,23,28,28,28
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-07,3,3,4,4,5,8,8,6,5,3,3,3,3,3,2,3,4,3,3,3,3,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-08,5,5,4,5,4,5,5,4,4,2,2,2,1,1,2,2,2,2,4,5,8,8,8,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-09,6,5,4,3,3,3,3,5,5,4,4,3,1,1,1,2,2,2,2,2,3,3,3,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-10,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,4,5,8,7,13
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-11,15,11,8,7,7,7,11,6,5,8,6,8,9,6,12,18,15,20,21,20,10,12,14,14
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-12,14,16,15,14,14,12,11,6,5,3,3,3,5,3,3,4,4,4,4,5,9,9,9,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-13,10,14,10,7,16,15,22,18,14,22,13,12,16,-999,3,6,8,10,11,16,22,13,8,15
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-14,19,21,33,23,20,18,3,2,3,3,3,2,2,2,1,3,3,3,3,2,2,2,2,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-15,3,3,3,3,2,2,2,2,2,2,2,3,6,7,7,7,6,5,5,5,5,5,5,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-16,6,5,5,5,4,4,4,5,5,6,6,5,3,3,3,3,2,2,2,3,2,2,3,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-17,4,3,3,3,2,2,2,2,1,2,1,1,1,2,2,3,4,4,4,5,5,5,5,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-18,6,5,5,5,5,5,7,7,5,5,6,6,6,7,6,5,8,20,12,6,5,6,5,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-19,4,4,3,3,3,2,2,2,1,1,1,2,2,1,1,2,3,3,3,3,3,3,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-20,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,4,4,4,4,3,5,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-21,9,5,7,9,14,21,11,9,7,5,4,5,7,9,9,5,4,4,4,4,4,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-22,4,4,4,4,4,4,4,4,3,3,4,7,8,10,9,11,13,14,14,15,15,14,14,14
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-23,16,16,12,11,17,14,9,8,7,6,6,6,5,7,5,5,4,3,3,4,4,3,3,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-24,3,3,3,2,2,3,3,5,6,7,8,11,11,12,12,11,15,20,17,15,16,13,13,19
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-25,18,17,13,12,16,21,22,25,22,21,18,5,7,12,10,10,8,7,6,6,6,6,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-26,9,8,5,4,3,3,3,2,2,2,2,2,2,2,3,4,5,8,9,5,3,3,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-27,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,3,3,3,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-28,5,6,5,5,5,4,5,4,3,3,2,3,4,5,5,6,6,6,7,9,7,8,10,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-29,6,7,7,5,5,5,4,4,4,3,4,5,5,5,6,5,5,7,11,8,9,10,12,17
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-04-30,18,17,16,18,11,7,6,5,6,6,8,11,9,8,7,8,7,8,7,7,12,18,14,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-01,6,7,7,7,7,6,6,7,8,8,10,9,10,9,10,14,17,11,11,14,13,15,16,18
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-02,22,35,35,30,10,6,7,7,7,5,5,12,13,10,8,9,9,6,6,6,8,9,10,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-03,10,10,12,15,15,14,15,16,18,18,15,15,19,19,15,13,12,11,10,9,7,6,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-04,9,8,7,4,3,3,3,5,6,4,4,3,3,3,3,3,3,3,3,4,-999,-999,-999,-999
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-05,-999,-999,-999,-999,-999,-999,-999,2,2,3,4,6,6,8,5,6,8,5,4,5,5,7,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-06,8,14,8,9,15,20,13,10,11,7,9,8,7,6,7,7,8,8,8,8,9,9,9,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-07,10,8,4,3,3,4,4,3,3,4,5,6,7,7,7,5,5,6,5,5,7,10,12,12
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-08,14,15,13,12,10,10,9,7,8,11,9,12,9,10,9,9,5,5,6,7,7,7,8,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-09,9,10,9,8,8,9,10,11,11,12,13,15,13,18,19,15,10,9,7,7,7,7,11,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-10,12,14,13,13,13,14,16,15,11,11,17,16,17,18,15,13,13,13,11,10,10,13,16,17
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-11,15,15,15,13,12,14,13,16,23,22,19,19,25,21,15,14,20,23,21,14,16,17,16,16
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-12,15,15,15,15,15,15,14,21,18,14,11,10,13,14,15,12,10,13,15,12,14,20,23,21
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-13,17,15,14,14,14,15,18,22,19,-999,5,16,24,24,19,17,15,14,14,13,13,16,16,16
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-14,18,21,21,22,19,20,22,19,15,18,15,14,13,14,15,15,14,12,12,14,15,16,12,14
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-15,16,15,14,13,13,13,11,10,9,8,8,8,7,6,6,7,6,6,5,5,4,2,4,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-16,6,5,5,5,5,6,7,6,6,6,4,3,4,5,5,4,5,4,4,3,2,3,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-17,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-18,5,5,5,5,5,4,3,3,5,6,8,8,7,10,11,7,6,10,14,18,8,6,6,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-19,7,6,10,12,15,15,15,20,20,14,8,7,9,9,8,8,7,7,4,6,8,8,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-20,11,19,32,32,25,31,26,31,22,23,17,9,6,7,7,7,9,10,11,11,13,13,13,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-21,10,10,10,10,10,10,10,9,9,9,9,9,8,6,5,4,4,6,6,5,5,3,6,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-22,10,12,8,8,7,6,4,3,3,4,3,4,4,3,2,3,3,3,4,4,5,7,7,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-23,4,4,4,3,2,2,2,1,1,1,1,1,2,2,3,4,5,5,6,5,11,14,18,17
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-24,16,16,15,13,11,10,9,8,8,8,8,7,6,6,6,8,8,9,8,7,8,12,14,16
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-25,16,13,12,11,11,11,8,9,9,8,9,9,10,9,8,7,8,7,6,8,8,8,9,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-26,10,12,14,14,13,10,6,6,7,8,7,7,7,8,8,9,9,9,8,9,9,9,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-27,9,7,8,7,6,6,5,3,3,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-28,3,5,5,4,3,2,2,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-29,5,6,7,7,8,7,8,5,4,4,3,3,3,3,4,4,5,6,5,4,4,6,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-30,10,10,10,13,16,12,12,10,9,9,10,10,10,9,9,9,9,7,7,8,8,9,9,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-05-31,11,11,11,11,11,11,10,10,11,11,12,12,11,11,10,8,8,8,7,8,8,9,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-01,9,8,9,9,9,8,8,9,10,10,12,20,18,15,11,13,10,12,13,12,10,9,9,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-02,7,5,4,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-03,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,8,11,7,6,10,9,9,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-04,6,5,4,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,6,7,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-05,5,6,6,6,6,6,6,4,3,3,3,3,3,3,3,5,6,6,6,6,7,7,7,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-06,3,5,7,8,10,10,10,10,8,7,8,11,11,10,12,10,11,15,13,12,16,21,18,22
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-07,25,26,25,18,14,8,7,7,7,6,6,6,6,6,6,6,7,6,4,4,3,2,2,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-08,2,3,2,3,3,2,2,2,2,2,3,4,3,3,2,2,3,4,4,2,2,4,6,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-09,8,9,8,7,6,6,6,5,4,4,5,5,6,4,3,3,5,5,5,6,3,3,3,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-10,3,3,4,3,3,3,2,2,2,4,4,3,2,2,2,2,2,2,2,3,4,3,2,3
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-11,4,5,5,4,4,4,4,4,5,7,7,5,5,6,3,7,10,12,10,9,9,10,11,12
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-12,11,10,10,9,10,11,10,11,10,9,12,13,13,11,12,11,13,10,8,8,6,6,7,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-13,9,9,9,8,7,5,6,6,6,7,6,6,5,5,5,5,6,6,6,8,7,5,7,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-14,8,8,8,7,7,11,9,10,12,11,8,8,8,9,8,9,9,8,8,7,5,5,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-15,8,8,9,9,8,8,6,9,10,11,13,12,12,11,10,10,11,12,12,12,14,13,14,15
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-16,17,18,17,17,18,20,22,25,28,30,31,31,29,-999,-999,19,13,11,8,6,6,5,6,6
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-17,6,5,5,5,4,4,4,4,5,6,5,4,3,3,3,2,2,2,2,3,4,3,3,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-18,4,4,4,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,3,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-19,6,5,5,5,5,5,4,4,3,3,2,2,2,2,1,2,2,2,3,3,4,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-20,6,5,6,5,5,5,5,5,5,3,3,4,5,3,3,4,5,6,5,4,5,6,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-21,7,8,8,8,-999,-999,-999,10,10,10,10,10,10,10,11,10,9,10,10,11,13,13,12,12
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-22,11,12,13,13,14,15,15,15,15,15,15,15,14,12,15,12,8,6,5,5,4,4,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-23,5,4,4,4,4,3,10,11,12,13,13,13,13,12,6,7,7,7,7,7,7,7,7,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-24,11,7,6,5,5,5,5,5,3,4,3,3,3,3,3,5,5,5,3,3,5,6,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-25,8,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,6,8,12,11,12,13,15,15
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-26,15,16,17,18,18,17,14,14,14,13,14,13,13,12,13,15,15,14,13,11,9,10,10,11
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-27,11,10,7,6,5,4,4,4,4,4,3,2,1,1,1,1,2,1,1,2,2,2,1,2
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-28,2,3,4,3,3,3,3,4,4,4,4,4,3,3,3,5,5,4,5,6,5,5,6,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-29,4,3,3,4,6,7,6,6,6,4,4,6,8,8,8,7,7,6,5,5,5,6,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-06-30,6,6,6,6,6,6,6,8,-999,-999,-999,-999,-999,-999,15,13,12,13,12,11,10,10,9,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-01,9,9,10,10,10,10,11,12,13,12,12,12,13,12,13,12,12,12,12,13,14,14,13,13
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-02,14,13,13,12,8,5,6,6,6,5,5,4,4,4,3,3,5,5,4,4,5,5,4,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-03,6,6,5,5,4,4,3,3,3,3,3,3,3,3,2,4,4,4,5,5,6,6,6,5
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-04,6,7,8,8,9,9,8,8,9,11,11,10,8,9,10,9,11,11,10,11,11,13,12,13
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-05,12,14,13,11,11,13,14,12,-999,-999,-999,15,14,13,13,12,11,10,8,7,6,6,5,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-06,4,5,5,6,6,6,6,5,5,4,4,4,3,4,4,6,6,6,6,6,7,7,8,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-07,7,8,8,8,7,6,5,6,7,8,9,11,9,10,9,9,9,10,10,10,12,9,9,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-08,9,9,10,9,10,10,8,7,6,6,8,8,8,10,10,11,12,11,10,9,8,7,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-09,6,5,4,4,4,4,3,2,2,2,3,3,4,4,4,4,5,5,5,5,7,9,8,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-10,10,11,11,10,9,7,5,7,7,7,7,8,9,8,8,9,9,9,9,8,10,9,9,10
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-11,10,10,9,9,9,7,3,6,10,8,8,7,6,7,5,5,5,3,5,6,5,3,7,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-12,9,10,10,10,10,9,9,8,8,7,7,6,6,5,5,5,4,3,3,4,4,4,4,4
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-13,4,4,5,5,5,5,5,8,7,8,8,8,5,2,4,6,7,5,2,3,-999,-999,-999,-999
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-14,-999,-999,-999,-999,-999,6,5,4,4,5,4,4,3,3,2,2,2,2,3,2,3,5,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-15,6,6,5,5,5,5,5,5,5,4,4,4,4,3,4,6,6,7,6,6,7,8,7,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-16,6,7,8,8,7,8,8,6,7,8,7,7,7,8,9,8,9,11,10,10,11,13,16,18
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-17,18,18,17,16,15,16,16,15,15,16,14,12,14,15,12,11,10,9,10,11,12,10,9,9
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-18,9,9,9,8,6,5,5,4,4,5,4,4,4,4,4,4,5,5,5,6,9,9,8,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-19,9,10,9,8,8,9,9,9,9,9,9,9,9,9,8,8,8,7,7,9,9,10,9,8
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-20,8,7,7,7,8,9,8,8,8,8,9,11,11,10,10,11,10,10,10,10,7,5,6,7
PM2.5,184,060515,Hamilton,ON,43.25744,-79.90775,2022-07-21,8,9,9,9,9,9,9,9,7,7,6,6,6,7,7,7,6,6,5,6,6,5,5,6
