Model,MAE,RMSE,R2
Linear_PM25_Lags_+_NO2_Lags,4.670889119183205,14.65065820046481,0.43876996478014474
Linear_PM25_Lags,4.669213378976786,14.656581475907133,0.43831606133737133
RandomForest_PM25_Lags_+_NO2_Lags,4.755245321935726,14.853018087089605,0.4231590916579304
Naive_PM25_lag1,5.170065857663668,16.114940006700603,0.320977729710343
